security_id,seed_key,historical_ticker,pit_start,pit_end,pit_intervals,identity_status,market_data_status,vendor_symbol,price_start,price_end,coverage_days,expected_days,coverage_ratio,quality_status,reason,confidence,rebalance_encountered,local_listing_csv,notes
,,FAST,2008-09-15,,2008-09-15→open,UNRESOLVED,available,FAST,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FB,2013-12-23,2022-06-09,2013-12-23→2022-06-09,UNRESOLVED,missing,FB,2025-06-26,2025-12-31,0,2716,0.0000,not_applicable,D_unresolved_identity,low,true,true,No valid prices overlapping the PIT membership interval.
,,FBHS,2016-06-24,2022-12-19,2016-06-24→2022-12-19,UNRESOLVED,missing,FBHS,,,0,2369,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,FCPT,2015-11-10,2015-11-17,2015-11-10→2015-11-17,UNRESOLVED,available,FCPT,2015-11-10,2025-12-31,7,7,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,FCX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,FCX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FDO,2001-08-06,2015-07-07,2001-08-06→2015-07-07,UNRESOLVED,missing,FDO,,,0,187,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,FDS,2021-12-20,,2021-12-20→open,UNRESOLVED,available,FDS,2013-07-08,2025-12-31,1473,1473,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FDX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,FDX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FE,1996-01-02,,1996-01-02→open,UNRESOLVED,available,FE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FFIV,2010-12-20,,2010-12-20→open,UNRESOLVED,available,FFIV,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,fiserv,FI,2023-06-07,2025-11-11,2023-06-07→2025-11-11,RESOLVED,available_other_ticker,FISV,2013-07-08,2025-12-31,888,888,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as FISV.
,,FICO,2023-03-20,,2023-03-20→open,UNRESOLVED,available,FICO,2013-07-08,2025-12-31,1018,1018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FIS,2006-11-10,,2006-11-10→open,UNRESOLVED,available,FIS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,fiserv,FISV,2001-04-02,,2001-04-02→2023-06-07; 2025-11-11→open,RESOLVED,available,FISV,2013-07-08,2025-12-31,4018,4018,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,FITB,1996-03-08,,1996-03-08→open,UNRESOLVED,available,FITB,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FIX,2025-12-22,,2025-12-22→open,UNRESOLVED,available,FIX,2013-07-08,2025-12-31,10,10,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,FL,2016-04-04,2019-08-09,2016-04-04→2019-08-09,UNRESOLVED,missing,FL,,,0,1222,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,FLIR,2009-01-02,2021-05-14,2009-01-02→2021-05-14,UNRESOLVED,missing,FLIR,,,0,2325,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,FLR,2000-12-22,2019-06-03,2000-12-22→2019-06-03,UNRESOLVED,available,FLR,2013-07-08,2025-12-31,1614,1614,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FLS,2008-10-02,2021-03-22,2008-10-02→2021-03-22,UNRESOLVED,available,FLS,2013-07-08,2025-12-31,2272,2272,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,corpay,FLT,2018-06-20,2024-03-25,2018-06-20→2024-03-25,RESOLVED,available_other_ticker,CPAY,2013-07-08,2025-12-31,2105,2105,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as CPAY.
,,FMC,2009-08-19,2025-03-24,2009-08-19→2025-03-24,UNRESOLVED,available,FMC,2013-07-08,2025-12-31,3735,3735,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FOSL,2012-04-04,2016-01-05,2012-04-04→2016-01-05,UNRESOLVED,available,FOSL,2013-07-08,2025-12-31,369,369,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FOX,2015-09-21,,2015-09-21→open,UNRESOLVED,partial,FOX,2019-03-13,2025-12-31,2486,3755,0.6621,partial,D_unresolved_identity,low,true,true,Local prices overlap only part of the PIT membership interval.
,,FOXA,2004-12-20,,2004-12-20→open,UNRESOLVED,partial,FOXA,2019-03-12,2025-12-31,2487,4018,0.6190,partial,D_unresolved_identity,low,true,true,Local prices overlap only part of the PIT membership interval.
,,FRC,2019-01-02,2023-05-04,2019-01-02→2023-05-04,UNRESOLVED,missing,FRC,,,0,1583,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,FRT,2016-02-01,,2016-02-01→open,UNRESOLVED,available,FRT,2013-07-08,2025-12-31,3622,3622,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FSLR,2009-10-16,,2009-10-16→2017-03-20; 2022-12-19→open,UNRESOLVED,available,FSLR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FTI,2009-06-05,2021-02-12,2009-06-05→2021-02-12,UNRESOLVED,available,FTI,2013-07-08,2025-12-31,2234,2234,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FTNT,2018-10-11,,2018-10-11→open,UNRESOLVED,available,FTNT,2013-07-08,2025-12-31,2639,2639,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FTR,2001-02-27,2017-03-20,2001-02-27→2017-03-20,UNRESOLVED,missing,FTR,,,0,809,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,FTV,2016-07-05,,2016-07-05→open,UNRESOLVED,available,FTV,2016-07-05,2025-12-31,3467,3467,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GAS,2011-12-13,2016-07-01,2011-12-13→2016-07-01,UNRESOLVED,missing,GAS,,,0,547,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,GD,1996-01-02,,1996-01-02→open,UNRESOLVED,available,GD,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GDDY,2024-06-24,,2024-06-24→open,UNRESOLVED,available,GDDY,2015-03-31,2025-12-31,556,556,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GE,1996-01-02,,1996-01-02→open,UNRESOLVED,available,GE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GEHC,2023-01-04,,2023-01-04→open,UNRESOLVED,available,GEHC,2022-12-15,2025-12-31,1093,1093,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GEN,2022-11-08,,2022-11-08→open,UNRESOLVED,available,GEN,2013-07-08,2025-12-31,1150,1150,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GEV,2024-04-02,,2024-04-02→open,UNRESOLVED,available,GEV,2024-03-27,2025-12-31,639,639,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GGP,2013-12-10,2018-08-28,2013-12-10→2018-08-28,UNRESOLVED,missing,GGP,,,0,1335,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,GILD,2004-07-01,,2004-07-01→open,UNRESOLVED,available,GILD,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GIS,1996-01-02,,1996-01-02→open,UNRESOLVED,available,GIS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,globe-life,GL,2019-08-08,,2019-08-08→open,RESOLVED,available,GL,2013-07-08,2025-12-31,2338,2338,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,GLW,1996-01-02,,1996-01-02→open,UNRESOLVED,available,GLW,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GM,2013-06-07,,2013-06-07→open,UNRESOLVED,available,GM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GMCR,2014-03-24,2016-03-03,2014-03-24→2016-03-03,UNRESOLVED,missing,GMCR,,,0,427,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,gamestop,GME,2007-12-14,2016-04-25,2007-12-14→2016-04-25,RESOLVED,available,GME,2013-07-08,2025-12-31,480,480,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,GNRC,2021-03-22,,2021-03-22→open,UNRESOLVED,available,GNRC,2013-07-08,2025-12-31,1746,1746,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GNW,2005-12-02,2015-11-18,2005-12-02→2015-11-18,UNRESOLVED,available,GNW,2013-07-08,2025-12-31,321,321,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,GOOG,2014-04-03,,2014-04-03→open,UNRESOLVED,available,GOOG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GOOGL,2006-04-03,,2006-04-03→open,UNRESOLVED,available,GOOGL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GPC,1996-01-02,,1996-01-02→open,UNRESOLVED,available,GPC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GPN,2016-04-25,,2016-04-25→open,UNRESOLVED,available,GPN,2013-07-08,2025-12-31,3538,3538,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GPS,1996-01-02,2022-02-02,1996-01-02→2022-02-02,UNRESOLVED,missing,GPS,,,0,2589,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,GRMN,2012-12-12,,2012-12-12→open,UNRESOLVED,available,GRMN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GS,2002-07-22,,2002-07-22→open,UNRESOLVED,available,GS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GT,1996-01-02,2019-02-27,1996-01-02→2019-02-27,UNRESOLVED,available,GT,2013-07-08,2025-12-31,1518,1518,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,GWW,1996-01-02,,1996-01-02→open,UNRESOLVED,available,GWW,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HAL,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HAL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,harman-international,HAR,2006-02-01,2017-03-13,2006-02-01→2017-03-13,RESOLVED,unusable,HAR,2013-07-08,2022-03-02,0,802,0.0000,unusable,H_identity_validation_failed,high,true,true,identity_mismatch
,,HAS,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HAS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HBAN,1997-08-06,,1997-08-06→open,UNRESOLVED,available,HBAN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HBI,2015-03-23,2021-12-20,2015-03-23→2021-12-20,UNRESOLVED,missing,HBI,,,0,2464,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,HCA,2015-01-27,,2015-01-27→open,UNRESOLVED,available,HCA,2013-07-08,2025-12-31,3992,3992,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HCBK,2007-02-15,2015-11-02,2007-02-15→2015-11-02,UNRESOLVED,missing,HCBK,,,0,305,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,HCP,2008-03-31,2019-11-05,2008-03-31→2019-11-05,UNRESOLVED,missing,HCP,,,0,1769,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,HD,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HD,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HES,1996-01-02,2025-07-23,1996-01-02→2025-07-23,UNRESOLVED,missing,HES,,,0,3856,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,HFC,2018-06-18,2021-06-04,2018-06-18→2021-06-04,UNRESOLVED,missing,HFC,,,0,1082,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,HIG,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HIG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HII,2018-01-03,,2018-01-03→open,UNRESOLVED,available,HII,2013-07-08,2025-12-31,2920,2920,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HLT,2017-06-19,,2017-06-19→open,UNRESOLVED,available,HLT,2013-12-12,2025-12-31,3118,3118,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HOG,2000-01-31,2020-06-22,2000-01-31→2020-06-22,UNRESOLVED,available,HOG,2013-07-08,2025-12-31,1999,1999,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HOLX,2016-03-30,2026-04-09,2016-03-30→2026-04-09,UNRESOLVED,missing,HOLX,,,0,3564,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,HON,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HON,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HOOD,2025-09-22,,2025-09-22→open,UNRESOLVED,available,HOOD,2021-07-29,2025-12-31,101,101,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HOT,2000-11-17,2016-09-23,2000-11-17→2016-09-23,UNRESOLVED,partial,HOT,2015-01-02,2017-03-20,630,631,0.9984,partial,D_unresolved_identity,low,true,true,Local prices overlap only part of the PIT membership interval.
,,HP,2010-03-01,2020-05-22,2010-03-01→2020-05-22,UNRESOLVED,available,HP,2013-07-08,2025-12-31,1968,1968,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HPE,2015-11-02,,2015-11-02→open,UNRESOLVED,available,HPE,2015-10-19,2025-12-31,3713,3713,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HPQ,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HPQ,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HRB,1996-01-02,2020-09-21,1996-01-02→2020-09-21,UNRESOLVED,available,HRB,2013-07-08,2025-12-31,2090,2090,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HRL,2009-03-04,,2009-03-04→open,UNRESOLVED,available,HRL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,l3harris,HRS,2008-09-22,2019-06-01,2008-09-22→2019-06-01,RESOLVED,available_other_ticker,LHX,2013-07-08,2025-12-31,1612,1612,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as LHX.
,,HSIC,2015-03-18,,2015-03-18→open,UNRESOLVED,available,HSIC,2013-07-08,2025-12-31,3942,3942,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HSP,2004-05-03,2015-09-03,2004-05-03→2015-09-03,UNRESOLVED,missing,HSP,,,0,245,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,HST,2007-03-20,,2007-03-20→open,UNRESOLVED,available,HST,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HSY,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HSY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HUBB,2023-10-18,,2023-10-18→open,UNRESOLVED,available,HUBB,2013-07-08,2025-12-31,806,806,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HUM,1996-01-02,,1996-01-02→open,UNRESOLVED,available,HUM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,HWM,2020-04-06,,2020-04-06→open,UNRESOLVED,available,HWM,2016-11-01,2025-12-31,2096,2096,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IBKR,2025-08-28,,2025-08-28→open,UNRESOLVED,available,IBKR,2013-07-08,2025-12-31,126,126,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IBM,1996-01-02,,1996-01-02→open,UNRESOLVED,available,IBM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ICE,2007-09-26,,2007-09-26→open,UNRESOLVED,available,ICE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IDXX,2017-01-05,,2017-01-05→open,UNRESOLVED,available,IDXX,2013-07-08,2025-12-31,3283,3283,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IEX,2019-08-09,,2019-08-09→open,UNRESOLVED,available,IEX,2013-07-08,2025-12-31,2337,2337,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IFF,1996-01-02,,1996-01-02→open,UNRESOLVED,available,IFF,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ILMN,2015-11-19,2024-06-24,2015-11-19→2024-06-24,UNRESOLVED,available,ILMN,2013-07-08,2025-12-31,3140,3140,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,INCY,2017-02-28,,2017-02-28→open,UNRESOLVED,available,INCY,2013-07-08,2025-12-31,3229,3229,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,INFO,2017-06-02,2022-03-02,2017-06-02→2022-03-02,UNRESOLVED,missing,INFO,2024-10-10,2025-12-31,0,1734,0.0000,not_applicable,D_unresolved_identity,low,true,true,No valid prices overlapping the PIT membership interval.
,,INTC,1996-01-02,,1996-01-02→open,UNRESOLVED,available,INTC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,INTU,2000-12-11,,2000-12-11→open,UNRESOLVED,available,INTU,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,INVH,2022-09-19,,2022-09-19→open,UNRESOLVED,available,INVH,2017-02-01,2025-12-31,1200,1200,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IP,1996-01-02,,1996-01-02→open,UNRESOLVED,available,IP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IPG,1996-01-02,2025-11-28,1996-01-02→2025-11-28,UNRESOLVED,missing,IPG,,,0,3984,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,IPGP,2018-03-07,2022-06-21,2018-03-07→2022-06-21,UNRESOLVED,available,IPGP,2013-07-08,2025-12-31,1567,1567,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IQV,2017-08-29,,2017-08-29→open,UNRESOLVED,available,IQV,2013-07-08,2025-12-31,3047,3047,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IR,2010-11-17,,2010-11-17→open,UNRESOLVED,partial,IR,2017-05-12,2025-12-31,3156,4018,0.7855,partial,D_unresolved_identity,low,true,true,Local prices overlap only part of the PIT membership interval.
,,IRM,2009-01-06,,2009-01-06→open,UNRESOLVED,available,IRM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ISRG,2008-06-02,,2008-06-02→open,UNRESOLVED,available,ISRG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IT,2017-04-05,,2017-04-05→open,UNRESOLVED,available,IT,2013-07-08,2025-12-31,3193,3193,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ITW,1996-01-02,,1996-01-02→open,UNRESOLVED,available,ITW,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,IVZ,2008-08-21,,2008-08-21→open,UNRESOLVED,available,IVZ,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,jacobs-solutions,J,2019-12-10,,2019-12-10→open,RESOLVED,available,J,2013-07-08,2025-12-31,2214,2214,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,JBHT,2015-07-01,,2015-07-01→open,UNRESOLVED,available,JBHT,2013-07-08,2025-12-31,3837,3837,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,JBL,2023-12-18,,2023-12-18→open,UNRESOLVED,available,JBL,2013-07-08,2025-12-31,745,745,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,JCI,1996-01-02,,1996-01-02→open,UNRESOLVED,available,JCI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,jacobs-solutions,JEC,2007-10-26,2019-12-10,2007-10-26→2019-12-10,RESOLVED,available_other_ticker,J,2013-07-08,2025-12-31,1804,1804,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as J.
,,JEF,2007-08-27,2019-09-26,2007-08-27→2019-09-26,UNRESOLVED,available,JEF,2013-07-08,2025-12-31,1729,1729,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,JKHY,2018-11-13,,2018-11-13→open,UNRESOLVED,available,JKHY,2013-07-08,2025-12-31,2606,2606,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,JNJ,1996-01-02,,1996-01-02→open,UNRESOLVED,available,JNJ,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,JNPR,2006-06-02,2025-07-09,2006-06-02→2025-07-09,UNRESOLVED,missing,JNPR,,,0,3842,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,JOY,2011-02-28,2015-10-08,2011-02-28→2015-10-08,UNRESOLVED,missing,JOY,,,0,280,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,JPM,1996-01-02,,1996-01-02→open,UNRESOLVED,available,JPM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,JWN,1996-01-02,2020-06-22,1996-01-02→2020-06-22,UNRESOLVED,missing,JWN,,,0,1999,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,K,1996-01-02,2025-12-11,1996-01-02→2025-12-11,UNRESOLVED,missing,K,,,0,3997,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,KDP,2008-10-07,,2008-10-07→2018-07-02; 2022-06-21→open,UNRESOLVED,available,KDP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KEY,1996-01-02,,1996-01-02→open,UNRESOLVED,available,KEY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KEYS,2018-11-06,,2018-11-06→open,UNRESOLVED,available,KEYS,2014-10-20,2025-12-31,2613,2613,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KHC,2015-07-06,,2015-07-06→open,UNRESOLVED,available,KHC,2015-07-06,2025-12-31,3832,3832,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KIM,2006-04-03,,2006-04-03→open,UNRESOLVED,available,KIM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KKR,2024-06-24,,2024-06-24→open,UNRESOLVED,available,KKR,2013-07-08,2025-12-31,556,556,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KLAC,1997-09-15,,1997-09-15→open,UNRESOLVED,available,KLAC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KMB,1996-01-02,,1996-01-02→open,UNRESOLVED,available,KMB,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
